263,2,2,3,1,2,3,1
264,3,2,2,2,1,2,2
265,1,4,4,1,1,3,1
266,2,2,3,1,1,2,1
267,1,4,2,1,1,1,1
268,3,2,3,3,3,2,2
269,2,3,1,2,2,1,1
270,4,1,4,3,2,2,2
271,1,2,1,1,3,1,1
272,2,1,4,1,3,3,1
273,2,2,1,2,1,1,1
274,1,3,3,2,1,2,2
275,1,2,3,2,2,1,1
276,3,3,4,3,3,2,3
277,2,4,3,2,2,3,1
278,4,2,1,3,2,1,2
279,2,4,4,1,2,2,1
280,4,3,2,2,3,2,3
281,4,3,2,2,3,1,4
282,3,4,3,2,2,2,3
283,2,3,2,1,2,2,1
284,1,4,3,2,3,2,2
285,2,4,2,3,1,3,1
286,2,3,4,1,1,3,1
287,1,3,2,3,1,3,1
288,4,1,4,2,3,1,2
289,4,4,3,2,3,2,3
290,4,1,3,1,2,3,1
291,4,1,1,1,2,2,1
292,4,1,1,2,1,3,1
293,1,4,1,3,3,3,1
294,1,2,3,1,2,1,1
295,4,4,2,1,3,2,1
296,4,4,1,1,1,2,1
297,1,3,4,1,1,3,1
298,2,2,3,1,3,1,1
299,3,2,4,3,3,3,1
300,2,2,2,3,2,3,1
301,2,3,3,3,1,2,2
302,4,2,4,3,2,3,1
303,3,3,2,2,3,3,1
304,2,1,2,2,1,1,1
305,2,1,2,1,3,3,1
306,3,1,1,3,2,3,1
307,2,4,1,1,3,1,1
308,3,1,3,1,3,1,1
309,1,1,4,2,3,2,1
310,2,1,1,2,2,3,1
311,3,3,3,3,3,2,3
312,2,4,3,2,1,3,1
313,3,4,2,2,1,2,4
314,1,3,2,2,3,2,2
315,3,2,3,2,1,1,1
316,1,1,3,3,2,1,1
317,2,3,3,2,3,2,2
318,3,1,2,3,3,1,2
319,4,3,2,1,2,1,1
320,3,2,2,2,3,1,2
321,2,4,3,3,3,2,2
322,4,4,4,1,1,2,1
323,2,1,3,2,2,1,1
324,1,3,3,1,3,2,1
325,4,2,3,2,2,3,1
326,3,2,4,1,2,3,1
327,4,2,3,2,3,2,3
328,1,1,1,2,2,3,1
329,2,1,4,2,3,2,1
330,1,3,3,3,3,3,1
331,2,4,3,2,1,2,2
332,2,2,3,3,3,1,2
333,2,4,2,1,2,1,1
334,1,4,4,3,2,1,2
335,4,2,3,2,3,1,2
336,4,2,2,1,3,3,1
337,4,1,1,2,3,1,2
338,3,4,1,2,1,3,1
339,3,3,3,3,3,3,1
340,3,3,2,2,2,1,2
341,2,3,4,2,3,1,2
342,3,2,3,3,1,1,1
343,4,4,2,2,2,3,1
344,1,3,3,3,1,1,1
345,1,2,1,1,3,3,1
346,4,4,3,2,3,3,1
347,2,2,1,1,3,2,1
348,3,1,1,2,3,2,2
349,1,1,1,3,1,1,1
350,2,2,1,3,3,3,1
351,1,3,3,2,1,3,1
352,3,4,2,2,2,1,2
353,4,3,3,3,2,2,3
354,1,4,2,3,1,2,2
355,4,2,3,3,3,1,2
356,4,2,3,3,2,1,2
357,4,3,1,3,3,3,1
358,4,3,3,3,3,2,3
359,3,4,4,1,1,3,1
360,1,3,3,2,3,3,1
361,4,2,2,3,1,3,1
362,2,3,2,3,2,2,2
363,4,2,3,3,2,3,1
364,2,2,4,3,1,1,1
365,3,1,1,3,2,2,2
366,3,3,4,1,3,1,1
367,4,1,1,3,2,2,2
368,3,2,2,1,3,3,1
369,1,2,1,2,2,1,1
370,3,2,3,3,1,2,2
371,1,2,4,2,3,1,1
372,4,4,4,2,2,3,1
373,1,1,3,2,1,1,1
374,1,2,2,2,2,3,1
375,2,1,2,2,2,1,1
376,1,2,3,1,2,2,1
377,2,2,2,3,3,2,2
378,1,3,4,1,2,3,1
379,2,2,2,1,1,2,1
380,4,4,4,1,3,2,1
381,1,1,1,3,2,3,1
382,1,4,1,1,2,3,1
383,3,2,1,1,3,1,1
384,2,1,3,3,2,2,1
385,1,3,2,1,3,1,1
386,3,4,2,1,1,3,1
387,4,4,4,2,1,1,2
388,2,1,1,2,3,1,1
389,2,4,4,3,2,2,2
390,2,1,1,3,1,1,1
391,3,1,2,3,1,2,2
392,2,2,1,2,3,3,1
393,1,4,1,1,3,3,1
394,4,4,4,1,2,2,1
395,3,3,4,1,1,3,1
396,3,2,1,3,2,2,2
397,3,4,4,3,2,1,4
398,2,4,1,1,2,1,1
399,4,1,1,3,1,3,1
400,2,2,4,3,3,2,2
401,1,4,2,1,2,1,1
402,3,4,4,1,1,2,1
403,1,3,1,1,1,1,1
404,1,1,4,3,3,3,1
405,2,1,3,1,1,1,1
406,2,4,2,3,1,2,2
407,1,4,2,1,1,3,1
408,3,4,4,2,2,3,1
409,4,1,4,1,2,1,1
410,4,1,4,1,1,3,1
411,2,4,3,1,1,2,1
412,3,4,3,1,1,3,1
413,3,3,2,1,1,2,1
414,1,3,2,2,1,1,1
415,4,2,4,1,2,3,1
416,1,2,3,1,3,1,1
417,3,4,3,3,1,3,1
418,3,3,1,3,3,3,1
419,4,2,1,3,2,2,2
420,1,3,1,3,2,3,1
421,2,2,4,3,3,1,2
422,2,4,2,3,3,2,2
423,2,4,2,1,3,1,1
424,2,3,1,3,1,2,1
425,1,2,2,2,2,1,1
426,3,1,2,3,1,1,1
427,3,3,4,2,3,3,1
428,4,2,2,3,3,3,1
429,3,4,4,3,1,1,2
430,3,1,2,2,3,2,2
431,1,1,1,3,1,2,1
432,3,3,3,1,3,3,1
433,3,3,4,3,2,1,2
434,2,3,2,3,1,2,2
435,4,4,4,2,1,3,1
436,2,3,4,3,3,3,1
437,2,2,4,2,2,1,2
438,4,4,4,1,2,3,1
439,3,3,3,1,1,2,1
440,2,4,1,2,3,2,2
441,1,2,2,1,3,2,1
442,2,2,2,1,3,3,1
443,3,1,4,1,3,2,1
444,3,1,4,2,2,3,1
445,1,2,2,1,1,2,1
446,1,4,4,1,3,2,1
447,2,2,2,3,3,1,2
448,3,3,2,1,1,3,1
449,1,2,1,3,1,3,1
450,2,3,1,1,3,2,1
451,2,2,4,1,3,1,1
452,2,2,3,2,2,1,2
453,3,1,1,1,3,2,1
454,3,4,2,3,3,1,4
455,4,1,4,2,1,2,2
456,3,1,3,2,2,2,2
457,4,1,1,2,3,3,1
458,4,3,1,1,2,2,1
459,3,2,3,1,2,3,1
460,4,3,1,1,3,2,1
461,4,3,2,1,1,2,1
462,1,3,3,1,3,3,1
463,1,1,3,2,3,3,1
464,2,4,2,2,2,1,1
465,2,3,4,1,2,3,1
466,2,3,1,1,3,1,1
467,4,1,2,2,1,1,1
468,4,1,3,2,3,2,2
469,2,1,3,3,3,2,1
470,2,3,2,1,3,2,1
471,4,2,2,3,2,2,3
472,2,1,3,3,2,1,1
473,3,4,1,2,2,3,1
474,4,4,2,2,2,2,4
475,3,1,4,1,3,3,1
476,2,3,2,1,2,3,1
477,2,3,1,2,3,1,2
478,1,2,4,2,2,1,1
479,1,4,2,2,2,3,1
480,4,1,4,2,1,1,1
481,3,2,2,2,1,1,1
482,2,3,1,3,3,1,2
483,1,3,3,2,3,2,2
484,4,1,1,1,1,2,1
485,3,2,2,3,3,3,1
486,1,1,4,2,1,1,1
487,1,2,3,1,2,3,1
488,4,3,4,3,1,3,1
489,1,1,4,3,3,2,1
490,1,4,4,1,3,1,1
491,2,2,2,2,1,3,1
492,1,2,2,2,1,3,1
493,2,4,1,3,2,1,1
494,2,3,4,3,1,3,1
495,3,3,1,1,3,1,1
496,3,3,1,3,2,3,1
497,1,3,4,2,3,2,2
498,2,2,4,1,1,2,1
499,3,2,2,1,2,2,1
500,4,3,3,3,2,3,1
501,1,1,1,2,3,1,1
502,3,4,1,3,3,3,1
503,3,4,4,2,3,3,1
504,2,1,1,2,1,3,1
505,2,1,3,1,2,1,1
506,2,1,1,3,2,3,1
507,1,2,4,1,3,2,1
508,3,3,4,2,3,1,2
509,4,2,4,2,1,2,2
510,3,1,2,2,2,1,1
511,1,3,4,3,1,1,1
512,1,4,3,2,1,3,1
513,4,4,4,1,3,1,1
514,4,1,2,1,3,1,1
515,4,2,3,2,1,2,2
516,2,2,1,3,3,2,2
517,1,2,3,2,3,2,1
518,1,4,1,3,1,1,1
519,2,1,1,3,2,1,1
520,4,1,2,2,1,3,1
521,4,1,3,3,2,3,1
522,1,4,4,2,2,3,1
523,1,1,4,3,1,3,1
524,4,3,3,2,2,3,1
525,3,1,3,3,2,1,2
526,2,1,4,3,1,1,1
527,4,4,1,2,2,1,2
528,3,3,4,2,1,3,1
529,3,2,4,1,2,1,1
530,2,2,2,2,3,3,1
531,3,2,2,3,2,1,2
532,4,2,1,2,2,1,2
533,3,4,3,2,1,1,2
534,4,1,2,1,3,3,1
535,4,1,2,1,3,2,1
536,1,3,3,3,2,2,2
537,1,1,4,2,3,3,1
538,3,4,3,3,3,2,3
539,1,2,4,1,1,2,1
540,1,3,1,1,1,3,1
541,2,3,1,2,3,2,2
542,2,2,1,2,2,2,2
543,1,1,2,2,3,2,1
544,1,1,3,1,2,1,1
545,4,1,2,3,3,1,2
546,4,4,3,3,2,2,3
547,1,1,3,2,3,2,1
548,2,4,2,2,1,2,2
549,1,1,4,3,2,1,1
550,3,3,1,3,1,2,1
551,1,1,2,2,2,2,1
552,4,1,3,3,2,1,2
553,4,3,4,3,3,2,3
554,2,4,2,2,2,2,2
555,4,2,2,1,3,2,1
556,3,4,4,2,3,2,3
557,2,4,3,1,1,1,1
558,4,3,3,3,2,1,4
559,3,4,1,3,3,2,3
560,2,3,1,3,2,2,2
561,3,1,3,3,2,2,2
562,2,4,1,3,3,3,1
563,1,3,2,2,2,1,1
564,3,2,4,2,2,1,2
565,2,2,3,1,2,1,1
566,1,1,2,3,3,3,1
567,1,1,1,2,1,2,1
568,4,2,1,3,1,1,1
569,2,1,1,3,1,2,1
570,3,3,2,2,2,2,2
571,3,2,2,3,1,1,1
572,1,4,3,3,2,1,2
573,4,4,2,3,3,2,3
574,2,1,1,2,3,2,1
575,2,4,1,2,1,2,2
576,2,4,3,1,2,3,1
577,2,4,3,3,1,3,1
578,1,4,4,1,1,1,1
579,2,4,4,2,2,3,1
580,1,4,3,2,1,2,2
581,4,1,2,1,1,2,1
582,4,1,4,3,2,3,1
583,1,3,3,3,3,1,2
584,3,1,3,1,1,3,1
585,1,3,3,3,1,3,1
586,1,3,2,1,1,2,1
587,2,4,4,3,3,1,2
588,3,2,4,2,3,2,2
589,1,1,1,3,2,2,1
590,2,3,2,2,3,3,1
591,3,4,1,3,2,2,4
592,3,4,2,3,2,2,3
593,4,3,2,2,2,1,2
594,4,1,1,2,2,2,2
595,4,4,1,1,2,2,1
596,2,1,4,3,3,2,1
597,2,3,1,1,2,1,1
598,3,2,2,1,2,3,1
599,3,1,1,2,3,3,1
600,2,1,1,3,3,1,1
601,2,4,1,1,2,2,1
602,2,3,1,1,2,3,1
603,4,1,1,2,2,3,1
604,3,3,2,1,2,3,1
605,3,3,3,3,3,1,2
606,3,4,1,1,3,1,1
607,4,4,1,2,1,1,2
608,3,2,1,3,3,2,2
609,1,2,1,3,3,1,1
610,2,1,2,2,1,3,1
611,2,3,3,2,1,1,1
612,2,4,1,1,1,2,1
613,1,3,2,1,2,3,1
614,1,4,4,2,3,1,2
615,4,4,3,1,2,3,1
616,4,1,2,1,1,1,1
617,3,4,2,2,3,2,3
618,4,1,4,3,2,1,2
619,1,1,1,2,1,3,1
620,2,4,3,2,2,1,2
621,2,2,4,3,3,3,1
622,3,3,3,2,2,3,1
623,2,1,1,1,3,1,1
624,1,2,4,3,3,2,1
625,2,2,4,1,2,1,1
626,2,1,1,2,2,2,1
627,3,1,3,2,1,2,2
628,1,2,2,1,1,3,1
629,2,2,1,3,1,2,1
630,1,1,4,3,2,3,1
631,4,3,1,1,2,3,1
632,3,3,3,3,1,1,2
633,4,2,1,2,3,1,2
634,3,1,1,2,3,1,2
635,3,4,4,2,1,2,4
636,4,1,3,2,1,1,1
637,3,1,4,2,1,2,2
638,2,3,2,2,3,2,2
639,4,2,4,3,2,2,3
640,3,3,1,3,1,3,1
641,1,2,1,3,2,3,1
642,3,3,3,1,1,3,1
643,3,4,4,2,3,1,4
644,4,1,1,3,3,1,2
645,4,4,3,1,2,2,1
646,4,1,2,1,1,3,1
647,4,1,1,3,1,2,1
648,4,2,4,2,2,1,2
649,3,3,1,2,2,3,1
650,3,3,1,1,1,1,1
651,3,3,2,3,2,2,3
652,4,3,3,2,2,2,3
653,2,4,2,1,2,3,1
654,3,4,4,3,3,1,4
655,1,2,4,1,3,1,1
656,3,4,1,1,1,1,1
657,4,2,3,1,3,2,1
658,2,4,4,2,2,1,2
659,1,1,4,3,1,1,1
660,4,4,4,2,3,3,1
661,2,3,4,2,3,2,2
662,2,3,3,3,3,2,2
663,1,2,3,3,3,2,1
664,3,1,2,3,2,2,2
665,3,4,1,1,2,2,1
666,2,4,4,3,1,1,1
667,3,3,2,1,2,2,1
668,2,4,2,3,3,3,1
669,2,4,4,1,2,1,1
670,2,2,2,2,3,2,2
671,1,1,1,1,2,3,1
672,1,2,1,2,3,2,1
673,1,3,3,1,2,2,1
674,4,1,4,2,3,2,2
675,1,2,4,2,1,3,1
676,1,3,3,1,2,3,1
677,2,3,2,1,2,1,1
678,3,3,4,1,2,2,1
679,3,3,4,3,2,2,3
680,4,1,2,3,2,2,2
681,4,4,4,3,3,2,3
682,3,3,3,2,3,3,1
683,2,3,4,2,1,3,1
684,2,1,3,2,3,1,1
685,2,3,1,1,1,1,1
686,4,3,4,1,3,3,1
687,4,3,2,2,3,3,1
688,1,3,1,3,3,3,1
689,3,3,1,3,3,1,2
690,1,4,1,2,2,2,2
691,1,3,2,1,1,1,1
692,2,2,3,2,2,3,1
693,2,4,3,3,3,1,2
694,4,1,4,1,3,3,1
695,4,3,2,3,1,3,1
696,2,3,4,3,3,1,2
697,4,3,3,1,3,1,1
698,3,4,3,3,2,3,1
699,3,1,3,2,3,2,2
700,2,3,4,3,3,2,2
701,3,4,1,2,3,3,1
702,3,3,3,3,1,2,2
703,3,3,4,2,2,3,1
704,4,4,3,3,1,3,1
705,4,1,2,2,3,2,2
706,2,2,3,2,3,1,2
707,1,1,3,1,3,3,1
708,4,1,4,3,3,3,1
709,3,1,1,3,3,2,2
710,1,1,3,1,1,1,1
711,1,1,4,1,1,1,1
712,3,4,4,3,3,3,1
713,3,2,4,3,1,3,1
714,4,1,3,2,3,1,2
715,4,2,3,2,1,3,1
716,3,4,2,1,2,1,1
717,4,1,1,2,3,2,2
718,2,2,4,1,2,2,1
719,2,1,4,1,1,1,1
720,3,4,4,2,1,1,2
721,3,2,3,1,3,3,1
722,4,2,2,3,1,2,2
723,2,1,3,1,1,2,1
724,3,4,2,2,2,3,1
725,1,3,4,2,1,3,1
726,4,3,1,2,2,1,2
727,1,4,3,2,3,3,1
728,4,2,1,3,3,3,1
729,3,4,2,3,1,1,2
730,1,4,2,1,1,2,1
731,4,4,4,1,3,3,1
732,3,3,4,2,2,1,2
733,4,2,4,3,1,2,2
734,1,4,2,3,2,2,2
735,4,1,2,2,3,1,2
736,4,1,4,2,2,1,2
737,3,3,3,3,2,2,3
738,1,4,3,3,2,2,2
739,3,4,4,1,3,3,1
740,1,4,4,1,3,3,1
741,2,4,1,2,3,3,1
742,3,2,2,3,1,2,2
743,1,1,2,1,1,1,1
744,2,3,2,3,1,3,1
745,4,3,1,1,1,2,1
746,1,1,1,2,2,1,1
747,2,3,4,1,3,2,1
748,1,3,1,1,3,1,1
749,2,3,2,1,3,1,1
750,3,1,2,1,2,3,1
751,2,4,1,1,1,3,1
752,1,4,1,2,3,1,2
753,1,2,2,2,2,2,1
754,2,2,1,1,1,1,1
755,3,2,3,1,3,2,1
756,3,2,2,1,2,1,1
757,4,3,1,3,2,3,1
758,1,4,2,1,3,3,1
759,2,1,4,3,3,3,1
760,3,2,3,2,1,3,1
761,2,4,2,1,1,1,1
762,2,2,3,3,3,3,1
763,1,2,3,2,3,1,1
764,1,4,2,1,3,1,1
765,3,4,2,1,2,2,1
766,2,3,3,1,1,3,1
767,2,1,1,1,3,2,1
768,3,1,3,2,3,3,1
769,3,4,4,3,3,2,3
770,3,4,4,1,1,1,1
771,4,3,1,2,2,3,1
772,4,3,4,1,2,3,1
773,1,1,2,1,3,1,1
774,2,1,3,2,2,2,1
775,4,2,2,3,2,3,1
776,3,1,4,2,2,2,2
777,2,1,2,1,3,1,1
778,3,1,3,2,2,1,2
779,3,4,3,2,2,1,4
780,2,1,4,3,2,3,1
781,3,2,2,1,3,1,1
782,2,2,4,2,3,2,2
783,1,2,1,3,1,2,1
784,3,1,2,1,3,2,1
785,3,3,3,1,2,2,1
786,3,1,2,2,3,3,1
787,1,4,3,2,1,1,1
788,4,3,4,2,2,1,4
789,3,1,2,2,2,3,1
790,2,1,2,3,2,2,1
791,1,2,2,1,2,3,1
792,2,4,2,2,3,1,2
793,4,1,4,2,2,2,2
794,4,2,3,2,2,1,2
795,2,4,1,2,2,3,1
796,1,3,3,3,2,3,1
797,4,4,4,1,1,1,1
798,4,4,2,3,1,2,4
799,2,2,2,3,2,1,2
800,3,4,3,1,3,1,1
801,2,1,4,1,2,1,1
802,1,4,1,1,2,1,1
803,2,1,2,1,3,2,1
804,1,2,1,3,2,2,1
805,1,3,3,2,2,3,1
806,2,2,4,2,2,3,1
807,3,3,1,2,1,2,2
808,3,1,2,3,2,1,2
809,2,2,3,3,2,3,1
810,3,3,4,1,1,1,1
811,4,3,3,1,2,3,1
812,1,3,3,1,2,1,1
813,3,4,2,1,3,1,1
814,3,2,4,1,3,2,1
815,4,3,1,2,3,1,4
816,2,4,1,3,1,2,1
817,3,3,3,1,2,3,1
818,3,3,2,2,2,3,1
819,1,4,3,1,3,2,1
820,1,1,1,3,2,1,1
821,4,3,1,1,1,3,1
822,1,3,3,1,1,2,1
823,2,3,3,1,2,3,1
824,3,1,1,2,1,2,2
825,3,4,4,1,3,2,1
826,3,4,1,3,1,2,1
827,2,2,4,2,2,2,2
828,2,4,3,1,2,2,1
829,2,1,1,1,1,3,1
830,1,4,2,2,2,1,1
831,4,1,1,1,3,3,1
832,1,4,4,3,1,1,1
833,1,3,2,3,1,2,2
834,2,4,4,3,3,2,2
835,3,2,1,3,3,1,2
836,1,1,3,1,3,2,1
837,1,1,4,1,1,3,1
838,4,1,1,1,1,1,1
839,2,4,1,3,2,3,1
840,2,2,3,1,3,2,1
841,2,3,4,1,1,1,1
842,3,4,1,2,2,1,2
843,3,1,4,1,2,3,1
844,4,4,4,1,1,3,1
845,3,2,3,2,1,2,2
846,2,2,3,1,1,1,1
847,2,1,2,3,2,1,1
848,4,2,1,1,2,3,1
849,3,1,4,1,1,3,1
850,1,3,4,3,1,3,1
851,4,2,1,3,1,2,1
852,4,1,1,2,1,1,1
853,4,4,4,3,1,3,1
854,4,1,2,3,3,2,2
855,4,1,3,2,3,3,1
856,2,3,3,2,3,1,2
857,1,3,2,3,3,3,1
858,1,4,4,2,2,1,2
859,4,1,4,1,1,1,1
860,3,4,1,3,1,1,1
861,3,4,3,3,2,2,3
862,1,4,3,3,1,1,1
863,3,2,4,1,1,1,1
864,3,3,3,2,1,2,2
865,2,4,3,1,3,1,1
866,2,3,2,3,1,1,1
867,3,2,2,2,2,1,1
868,4,4,1,2,1,3,1
869,1,3,1,1,3,2,1
870,4,3,4,3,1,2,4
871,1,2,3,2,1,1,1
872,2,4,4,3,2,3,1
873,1,1,1,3,3,3,1
874,2,2,4,1,1,3,1
